,fichier,type,set,anomalie,machine,x,y,z
23,dataset/ToyCar/train/normal_id_02_00000304.wav,ToyCar,train,non,ToyCar_02,2407.7444,372.42963,-221.22655
24,dataset/ToyCar/train/normal_id_01_00000813.wav,ToyCar,train,non,ToyCar_01,2154.0017,29.248281,-13.709696
25,dataset/ToyCar/train/normal_id_04_00000051.wav,ToyCar,train,non,ToyCar_04,2726.3582,482.34647,-305.24063
26,dataset/ToyCar/train/normal_id_03_00000509.wav,ToyCar,train,non,ToyCar_03,1794.0542,-121.5798,87.04828
27,dataset/ToyCar/train/normal_id_02_00000036.wav,ToyCar,train,non,ToyCar_02,2958.0974,547.7176,-405.78763
28,dataset/ToyCar/train/normal_id_04_00000817.wav,ToyCar,train,non,ToyCar_04,2966.3503,426.23688,-326.68762
29,dataset/ToyCar/train/normal_id_04_00000606.wav,ToyCar,train,non,ToyCar_04,2492.0403,352.00653,-241.12282
30,dataset/ToyCar/train/normal_id_01_00000283.wav,ToyCar,train,non,ToyCar_01,2023.8977,104.23058,-35.387043
31,dataset/ToyCar/train/normal_id_03_00000200.wav,ToyCar,train,non,ToyCar_03,1964.7476,93.69199,-29.19103
32,dataset/ToyCar/train/normal_id_03_00000155.wav,ToyCar,train,non,ToyCar_03,2142.0461,15.755158,35.69641
33,dataset/ToyCar/train/normal_id_03_00000791.wav,ToyCar,train,non,ToyCar_03,2068.7227,-87.03646,13.074411
34,dataset/ToyCar/train/normal_id_03_00000169.wav,ToyCar,train,non,ToyCar_03,1957.1654,-45.95138,74.14396
35,dataset/ToyCar/train/normal_id_04_00000298.wav,ToyCar,train,non,ToyCar_04,2908.8806,621.0536,-428.714
36,dataset/ToyCar/train/normal_id_01_00000964.wav,ToyCar,train,non,ToyCar_01,1998.8412,60.22074,10.462011
37,dataset/ToyCar/train/normal_id_03_00000568.wav,ToyCar,train,non,ToyCar_03,1690.5266,-90.09722,63.888237
38,dataset/ToyCar/train/normal_id_02_00000893.wav,ToyCar,train,non,ToyCar_02,3320.3389,290.5383,-307.46976
39,dataset/ToyCar/train/normal_id_04_00000478.wav,ToyCar,train,non,ToyCar_04,2839.0398,400.55084,-268.83783
40,dataset/ToyCar/train/normal_id_03_00000501.wav,ToyCar,train,non,ToyCar_03,2109.9475,65.24434,2.4304903
41,dataset/ToyCar/train/normal_id_02_00000721.wav,ToyCar,train,non,ToyCar_02,2993.9097,227.28911,-232.7643
42,dataset/ToyCar/train/normal_id_04_00000448.wav,ToyCar,train,non,ToyCar_04,3135.283,603.6033,-457.97186
43,dataset/ToyCar/train/normal_id_02_00000035.wav,ToyCar,train,non,ToyCar_02,2753.8354,233.92375,-174.96178
44,dataset/ToyCar/train/normal_id_03_00000433.wav,ToyCar,train,non,ToyCar_03,2304.6672,-142.0069,46.471054
45,dataset/ToyCar/train/normal_id_02_00000938.wav,ToyCar,train,non,ToyCar_02,2595.0745,356.12848,-221.93358
46,dataset/ToyCar/train/normal_id_03_00000367.wav,ToyCar,train,non,ToyCar_03,1679.3018,-82.186806,96.593185
47,dataset/ToyCar/train/normal_id_04_00000868.wav,ToyCar,train,non,ToyCar_04,2613.308,195.8542,-132.46906
48,dataset/ToyCar/train/normal_id_04_00000056.wav,ToyCar,train,non,ToyCar_04,2655.5947,345.41727,-271.76352
49,dataset/ToyCar/train/normal_id_01_00000912.wav,ToyCar,train,non,ToyCar_01,1989.8809,-33.72932,17.772001
50,dataset/ToyCar/train/normal_id_02_00000908.wav,ToyCar,train,non,ToyCar_02,2949.7852,315.2139,-242.84534
51,dataset/ToyCar/train/normal_id_04_00000450.wav,ToyCar,train,non,ToyCar_04,2946.6465,357.5779,-328.13855
52,dataset/ToyCar/train/normal_id_02_00000352.wav,ToyCar,train,non,ToyCar_02,2952.651,569.38275,-428.7045
53,dataset/ToyCar/train/normal_id_01_00000726.wav,ToyCar,train,non,ToyCar_01,2051.6492,77.79976,-20.765728
54,dataset/ToyCar/train/normal_id_03_00000023.wav,ToyCar,train,non,ToyCar_03,1384.3396,3.6337771,146.87878
55,dataset/ToyCar/train/normal_id_04_00000260.wav,ToyCar,train,non,ToyCar_04,3200.5479,666.75446,-472.5078
56,dataset/ToyCar/train/normal_id_04_00000502.wav,ToyCar,train,non,ToyCar_04,2453.5789,237.5954,-140.53049
57,dataset/ToyCar/train/normal_id_04_00000935.wav,ToyCar,train,non,ToyCar_04,3082.8298,286.99545,-273.8305
58,dataset/ToyCar/train/normal_id_01_00000012.wav,ToyCar,train,non,ToyCar_01,1862.9596,-55.94748,41.243916
59,dataset/ToyCar/train/normal_id_03_00000361.wav,ToyCar,train,non,ToyCar_03,1878.3898,-33.63157,52.75473
60,dataset/ToyCar/train/normal_id_03_00000712.wav,ToyCar,train,non,ToyCar_03,1892.7734,65.641174,0.4665214
61,dataset/ToyCar/train/normal_id_03_00000368.wav,ToyCar,train,non,ToyCar_03,2297.8162,124.95959,-117.464264
62,dataset/ToyCar/train/normal_id_03_00000242.wav,ToyCar,train,non,ToyCar_03,2425.9585,51.303158,-50.86252
63,dataset/ToyCar/train/normal_id_04_00000277.wav,ToyCar,train,non,ToyCar_04,2720.187,402.72452,-302.36392
64,dataset/ToyCar/train/normal_id_01_00000592.wav,ToyCar,train,non,ToyCar_01,2198.15,191.8147,-122.396324
65,dataset/ToyCar/train/normal_id_03_00000782.wav,ToyCar,train,non,ToyCar_03,2280.4346,82.18767,-62.616722
66,dataset/ToyCar/train/normal_id_04_00000696.wav,ToyCar,train,non,ToyCar_04,2492.0461,330.3076,-227.85883
67,dataset/ToyCar/train/normal_id_03_00000228.wav,ToyCar,train,non,ToyCar_03,2206.4219,233.28923,-224.80495
68,dataset/ToyCar/train/normal_id_04_00000497.wav,ToyCar,train,non,ToyCar_04,2766.0242,470.2852,-324.92355
69,dataset/ToyCar/train/normal_id_01_00000316.wav,ToyCar,train,non,ToyCar_01,1905.4913,12.188917,89.59279
70,dataset/ToyCar/train/normal_id_01_00000603.wav,ToyCar,train,non,ToyCar_01,2472.4556,98.12328,-82.37855
71,dataset/ToyCar/train/normal_id_03_00000873.wav,ToyCar,train,non,ToyCar_03,2082.303,14.213268,-29.625587
72,dataset/ToyCar/train/normal_id_04_00000708.wav,ToyCar,train,non,ToyCar_04,3388.8792,288.63074,-302.24506
73,dataset/ToyCar/train/normal_id_03_00000913.wav,ToyCar,train,non,ToyCar_03,1707.2012,-36.07524,60.269943
74,dataset/ToyCar/train/normal_id_04_00000553.wav,ToyCar,train,non,ToyCar_04,2310.829,298.49313,-167.85432
75,dataset/ToyCar/train/normal_id_01_00000930.wav,ToyCar,train,non,ToyCar_01,2212.2673,16.918299,14.669149
76,dataset/ToyCar/train/normal_id_01_00000653.wav,ToyCar,train,non,ToyCar_01,2337.9922,-101.03673,-0.36117983
77,dataset/ToyCar/train/normal_id_04_00000849.wav,ToyCar,train,non,ToyCar_04,2630.35,280.3606,-195.40524
78,dataset/ToyCar/train/normal_id_03_00000374.wav,ToyCar,train,non,ToyCar_03,2527.991,-129.24323,-48.602192
79,dataset/ToyCar/train/normal_id_02_00000393.wav,ToyCar,train,non,ToyCar_02,2454.2002,413.3387,-222.20732
80,dataset/ToyCar/train/normal_id_03_00000998.wav,ToyCar,train,non,ToyCar_03,1865.8315,197.58502,-111.50017
81,dataset/ToyCar/train/normal_id_03_00000834.wav,ToyCar,train,non,ToyCar_03,2171.122,162.0274,-92.347694
82,dataset/ToyCar/train/normal_id_04_00000304.wav,ToyCar,train,non,ToyCar_04,3003.2004,487.58115,-371.02527
83,dataset/ToyCar/train/normal_id_02_00000429.wav,ToyCar,train,non,ToyCar_02,2921.0964,623.47784,-437.3313
84,dataset/ToyCar/train/normal_id_01_00000522.wav,ToyCar,train,non,ToyCar_01,1884.506,-73.14274,8.806599
85,dataset/ToyCar/train/normal_id_03_00000544.wav,ToyCar,train,non,ToyCar_03,2128.2625,156.08891,-68.38791
86,dataset/ToyCar/train/normal_id_01_00000491.wav,ToyCar,train,non,ToyCar_01,2192.7625,178.35406,-123.33297
87,dataset/ToyCar/train/normal_id_04_00000570.wav,ToyCar,train,non,ToyCar_04,3069.6978,489.64566,-370.45932
88,dataset/ToyCar/train/normal_id_01_00000468.wav,ToyCar,train,non,ToyCar_01,2198.9734,-21.34156,22.047094
89,dataset/ToyCar/train/normal_id_01_00000411.wav,ToyCar,train,non,ToyCar_01,2391.6929,53.224674,-54.590733
90,dataset/ToyCar/train/normal_id_03_00000821.wav,ToyCar,train,non,ToyCar_03,1971.8334,-0.19045243,-4.623907
91,dataset/ToyCar/train/normal_id_04_00000128.wav,ToyCar,train,non,ToyCar_04,2588.106,468.5525,-270.54514
92,dataset/ToyCar/train/normal_id_03_00000239.wav,ToyCar,train,non,ToyCar_03,2127.0354,-32.571384,8.174304
93,dataset/ToyCar/train/normal_id_02_00000993.wav,ToyCar,train,non,ToyCar_02,2887.437,439.3022,-307.4905
94,dataset/ToyCar/train/normal_id_04_00000694.wav,ToyCar,train,non,ToyCar_04,2785.2258,197.4606,-161.36688
95,dataset/ToyCar/train/normal_id_02_00000844.wav,ToyCar,train,non,ToyCar_02,2713.661,696.534,-427.5728
96,dataset/ToyCar/train/normal_id_01_00000306.wav,ToyCar,train,non,ToyCar_01,1811.8264,43.80176,-15.4366665
97,dataset/ToyCar/train/normal_id_01_00000469.wav,ToyCar,train,non,ToyCar_01,2165.8938,-134.53175,68.637474
98,dataset/ToyCar/train/normal_id_04_00000458.wav,ToyCar,train,non,ToyCar_04,2781.505,511.18726,-365.07254
99,dataset/ToyCar/train/normal_id_04_00000890.wav,ToyCar,train,non,ToyCar_04,2883.9653,335.9181,-214.01259
100,dataset/ToyCar/train/normal_id_02_00000329.wav,ToyCar,train,non,ToyCar_02,3083.8706,627.84924,-477.15976
101,dataset/ToyCar/train/normal_id_04_00000660.wav,ToyCar,train,non,ToyCar_04,3144.5435,676.0511,-497.3893
102,dataset/ToyCar/train/normal_id_04_00000102.wav,ToyCar,train,non,ToyCar_04,3031.1685,534.085,-387.05188
103,dataset/ToyCar/train/normal_id_04_00000927.wav,ToyCar,train,non,ToyCar_04,2522.5852,342.56876,-179.07555
104,dataset/ToyCar/train/normal_id_03_00000966.wav,ToyCar,train,non,ToyCar_03,2085.078,-79.52796,52.178078
105,dataset/ToyCar/train/normal_id_01_00000838.wav,ToyCar,train,non,ToyCar_01,2392.2356,-6.005227,3.5712175
106,dataset/ToyCar/train/normal_id_02_00000409.wav,ToyCar,train,non,ToyCar_02,2620.555,186.77159,-104.98087
107,dataset/ToyCar/train/normal_id_03_00000397.wav,ToyCar,train,non,ToyCar_03,1811.3936,73.571266,-32.932278
108,dataset/ToyCar/train/normal_id_03_00000407.wav,ToyCar,train,non,ToyCar_03,2710.0322,102.671814,-139.1927
109,dataset/ToyCar/train/normal_id_01_00000533.wav,ToyCar,train,non,ToyCar_01,2557.586,240.24179,-200.6364
110,dataset/ToyCar/train/normal_id_01_00000795.wav,ToyCar,train,non,ToyCar_01,2159.272,-86.83496,56.153797
111,dataset/ToyCar/train/normal_id_01_00000516.wav,ToyCar,train,non,ToyCar_01,2156.19,21.971304,-11.339062
112,dataset/ToyCar/train/normal_id_01_00000619.wav,ToyCar,train,non,ToyCar_01,1693.6517,-197.53441,167.19005
113,dataset/ToyCar/train/normal_id_01_00000828.wav,ToyCar,train,non,ToyCar_01,2312.9224,50.743824,10.841053
114,dataset/ToyCar/train/normal_id_03_00000393.wav,ToyCar,train,non,ToyCar_03,2464.8826,155.30644,-166.7631
115,dataset/ToyCar/train/normal_id_04_00000841.wav,ToyCar,train,non,ToyCar_04,2640.015,376.18768,-234.64636
116,dataset/ToyCar/train/normal_id_01_00000609.wav,ToyCar,train,non,ToyCar_01,2064.8406,163.77641,-62.052803
117,dataset/ToyCar/train/normal_id_03_00000183.wav,ToyCar,train,non,ToyCar_03,1629.4806,20.515732,33.88122
118,dataset/ToyCar/train/normal_id_02_00000005.wav,ToyCar,train,non,ToyCar_02,2637.2083,684.23126,-372.41013
119,dataset/ToyCar/train/normal_id_04_00000017.wav,ToyCar,train,non,ToyCar_04,2985.5132,332.3124,-304.26895
120,dataset/ToyCar/train/normal_id_02_00000196.wav,ToyCar,train,non,ToyCar_02,2940.3464,408.58292,-373.0429
121,dataset/ToyCar/train/normal_id_01_00000363.wav,ToyCar,train,non,ToyCar_01,3033.2344,95.52658,-164.80574
122,dataset/ToyCar/train/normal_id_02_00000071.wav,ToyCar,train,non,ToyCar_02,3055.5486,661.0612,-502.788
123,dataset/ToyCar/train/normal_id_02_00000518.wav,ToyCar,train,non,ToyCar_02,2633.46,443.61145,-315.45297
124,dataset/ToyCar/train/normal_id_02_00000714.wav,ToyCar,train,non,ToyCar_02,2674.5068,472.96518,-304.09592
125,dataset/ToyCar/train/normal_id_03_00000557.wav,ToyCar,train,non,ToyCar_03,2087.5305,-103.08035,51.444904
126,dataset/ToyCar/train/normal_id_01_00000019.wav,ToyCar,train,non,ToyCar_01,1832.7614,93.174255,24.180597
127,dataset/ToyCar/train/normal_id_02_00000789.wav,ToyCar,train,non,ToyCar_02,2906.522,585.6462,-449.1423
128,dataset/ToyCar/train/normal_id_02_00000839.wav,ToyCar,train,non,ToyCar_02,2572.775,195.65,-151.0314
129,dataset/ToyCar/train/normal_id_04_00000877.wav,ToyCar,train,non,ToyCar_04,2287.251,268.79596,-161.74834
130,dataset/ToyCar/train/normal_id_02_00000407.wav,ToyCar,train,non,ToyCar_02,2677.142,456.34082,-321.2264
131,dataset/ToyCar/train/normal_id_03_00000926.wav,ToyCar,train,non,ToyCar_03,1692.9817,-126.64192,89.26163
132,dataset/ToyCar/train/normal_id_03_00000561.wav,ToyCar,train,non,ToyCar_03,2093.9895,24.8776,-57.826794
133,dataset/ToyCar/train/normal_id_01_00000374.wav,ToyCar,train,non,ToyCar_01,2394.41,-109.45449,-20.591928
134,dataset/ToyCar/train/normal_id_01_00000076.wav,ToyCar,train,non,ToyCar_01,2159.8005,250.60176,-154.87593
135,dataset/ToyCar/train/normal_id_03_00000307.wav,ToyCar,train,non,ToyCar_03,1808.3271,-186.39624,101.263054
136,dataset/ToyCar/train/normal_id_01_00000675.wav,ToyCar,train,non,ToyCar_01,1898.793,99.70501,-47.898716
137,dataset/ToyCar/train/normal_id_03_00000088.wav,ToyCar,train,non,ToyCar_03,1988.6348,1.3036249,61.354748
138,dataset/ToyCar/train/normal_id_01_00000500.wav,ToyCar,train,non,ToyCar_01,2005.7478,-18.921394,23.697477
139,dataset/ToyCar/train/normal_id_04_00000375.wav,ToyCar,train,non,ToyCar_04,2606.902,575.15857,-381.37778
140,dataset/ToyCar/train/normal_id_04_00000915.wav,ToyCar,train,non,ToyCar_04,2716.3154,196.57669,-134.97641
141,dataset/ToyCar/train/normal_id_01_00000848.wav,ToyCar,train,non,ToyCar_01,2207.9456,-48.988533,-21.301504
142,dataset/ToyCar/train/normal_id_02_00000677.wav,ToyCar,train,non,ToyCar_02,2679.9907,304.79965,-210.16238
143,dataset/ToyCar/train/normal_id_01_00000843.wav,ToyCar,train,non,ToyCar_01,2488.7607,171.94151,-155.47485
144,dataset/ToyCar/train/normal_id_04_00000455.wav,ToyCar,train,non,ToyCar_04,2301.3542,353.70532,-168.6168
145,dataset/ToyCar/train/normal_id_04_00000196.wav,ToyCar,train,non,ToyCar_04,3091.2344,365.36893,-262.16882
146,dataset/ToyCar/train/normal_id_02_00000889.wav,ToyCar,train,non,ToyCar_02,2984.6965,408.3994,-326.4635
147,dataset/ToyCar/train/normal_id_01_00000919.wav,ToyCar,train,non,ToyCar_01,1789.9425,-7.4018693,41.132416
148,dataset/ToyCar/train/normal_id_03_00000352.wav,ToyCar,train,non,ToyCar_03,2347.0913,-65.97059,10.607061
149,dataset/ToyCar/train/normal_id_02_00000104.wav,ToyCar,train,non,ToyCar_02,2643.9429,330.94193,-230.98006
150,dataset/ToyCar/train/normal_id_02_00000197.wav,ToyCar,train,non,ToyCar_02,3109.9993,639.3816,-490.73682
151,dataset/ToyCar/train/normal_id_01_00000449.wav,ToyCar,train,non,ToyCar_01,2085.831,100.20335,-88.876724
152,dataset/ToyCar/train/normal_id_04_00000503.wav,ToyCar,train,non,ToyCar_04,3027.0334,364.09335,-241.22655
153,dataset/ToyCar/train/normal_id_04_00000286.wav,ToyCar,train,non,ToyCar_04,2585.3984,484.90744,-268.90213
154,dataset/ToyCar/train/normal_id_04_00000493.wav,ToyCar,train,non,ToyCar_04,2608.4373,308.10345,-227.1679
155,dataset/ToyCar/train/normal_id_01_00000141.wav,ToyCar,train,non,ToyCar_01,2200.6155,-2.4661334,-23.160494
156,dataset/ToyCar/train/normal_id_04_00000919.wav,ToyCar,train,non,ToyCar_04,2673.7778,383.17365,-237.05602
157,dataset/ToyCar/train/normal_id_03_00000810.wav,ToyCar,train,non,ToyCar_03,1960.9839,154.2426,-28.312069
158,dataset/ToyCar/train/normal_id_02_00000989.wav,ToyCar,train,non,ToyCar_02,3215.171,826.06934,-589.73083
159,dataset/ToyCar/train/normal_id_03_00000442.wav,ToyCar,train,non,ToyCar_03,2170.1414,-28.317629,33.621822
160,dataset/ToyCar/train/normal_id_04_00000155.wav,ToyCar,train,non,ToyCar_04,2966.9385,413.4616,-298.435
161,dataset/ToyCar/train/normal_id_01_00000674.wav,ToyCar,train,non,ToyCar_01,2083.1282,-13.590092,7.1190567
162,dataset/ToyCar/train/normal_id_01_00000889.wav,ToyCar,train,non,ToyCar_01,2071.6611,10.083823,-47.812027
163,dataset/ToyCar/train/normal_id_03_00000447.wav,ToyCar,train,non,ToyCar_03,1798.9799,-83.2417,63.784435
164,dataset/ToyCar/train/normal_id_02_00000399.wav,ToyCar,train,non,ToyCar_02,2865.6494,471.57816,-321.4642
165,dataset/ToyCar/train/normal_id_03_00000728.wav,ToyCar,train,non,ToyCar_03,2302.2834,165.31384,-115.092
166,dataset/ToyCar/train/normal_id_02_00000761.wav,ToyCar,train,non,ToyCar_02,3072.2173,303.98776,-254.5239
167,dataset/ToyCar/train/normal_id_03_00000075.wav,ToyCar,train,non,ToyCar_03,2117.3726,166.06898,-65.30748
168,dataset/ToyCar/train/normal_id_04_00000507.wav,ToyCar,train,non,ToyCar_04,2833.495,228.12611,-260.30002
169,dataset/ToyCar/train/normal_id_01_00000550.wav,ToyCar,train,non,ToyCar_01,2433.6936,77.57551,-13.614897
170,dataset/ToyCar/train/normal_id_04_00000212.wav,ToyCar,train,non,ToyCar_04,2738.5535,303.2751,-238.15195
171,dataset/ToyCar/train/normal_id_01_00000397.wav,ToyCar,train,non,ToyCar_01,2044.0636,17.951956,-8.63204
172,dataset/ToyCar/train/normal_id_02_00000563.wav,ToyCar,train,non,ToyCar_02,2948.9197,480.74765,-340.7738
173,dataset/ToyCar/train/normal_id_04_00000732.wav,ToyCar,train,non,ToyCar_04,3159.222,419.58804,-374.9192
174,dataset/ToyCar/train/normal_id_03_00000021.wav,ToyCar,train,non,ToyCar_03,2382.0393,103.02855,-68.243546
175,dataset/ToyCar/train/normal_id_01_00000440.wav,ToyCar,train,non,ToyCar_01,2315.3774,-75.94976,-38.487644
176,dataset/ToyCar/train/normal_id_01_00000620.wav,ToyCar,train,non,ToyCar_01,2124.6392,56.496353,-25.975336
177,dataset/ToyCar/train/normal_id_03_00000794.wav,ToyCar,train,non,ToyCar_03,2118.21,31.682085,-9.923564
178,dataset/ToyCar/train/normal_id_03_00000059.wav,ToyCar,train,non,ToyCar_03,2063.2634,261.5666,-82.4184
179,dataset/ToyCar/train/normal_id_01_00000666.wav,ToyCar,train,non,ToyCar_01,1897.1199,-4.7226377,14.50551
180,dataset/ToyCar/train/normal_id_01_00000209.wav,ToyCar,train,non,ToyCar_01,1822.563,21.503546,-16.621054
181,dataset/ToyCar/train/normal_id_01_00000756.wav,ToyCar,train,non,ToyCar_01,2497.6584,11.91758,-54.285423
182,dataset/ToyCar/train/normal_id_02_00000951.wav,ToyCar,train,non,ToyCar_02,2964.4924,529.1524,-418.90912
183,dataset/ToyCar/train/normal_id_01_00000566.wav,ToyCar,train,non,ToyCar_01,2318.322,6.1336846,-26.709902
184,dataset/ToyCar/train/normal_id_04_00000626.wav,ToyCar,train,non,ToyCar_04,2934.9592,187.32303,-211.53732
185,dataset/ToyCar/train/normal_id_04_00000659.wav,ToyCar,train,non,ToyCar_04,3020.8403,518.7674,-397.53595
186,dataset/ToyCar/train/normal_id_04_00000484.wav,ToyCar,train,non,ToyCar_04,2603.0376,322.47943,-193.59193
187,dataset/ToyCar/train/normal_id_01_00000573.wav,ToyCar,train,non,ToyCar_01,2205.471,90.90838,-28.77013
188,dataset/ToyCar/train/normal_id_02_00000478.wav,ToyCar,train,non,ToyCar_02,2292.2913,329.6158,-171.50679
189,dataset/ToyCar/train/normal_id_02_00000676.wav,ToyCar,train,non,ToyCar_02,3143.2388,603.52856,-404.00034
190,dataset/ToyCar/train/normal_id_04_00000348.wav,ToyCar,train,non,ToyCar_04,3213.8835,316.76178,-289.57257
191,dataset/ToyCar/train/normal_id_04_00000850.wav,ToyCar,train,non,ToyCar_04,2584.8687,517.2342,-324.28882
192,dataset/ToyCar/train/normal_id_04_00000198.wav,ToyCar,train,non,ToyCar_04,3059.1133,698.50146,-508.6163
193,dataset/ToyCar/train/normal_id_02_00000354.wav,ToyCar,train,non,ToyCar_02,3020.752,537.40106,-409.47382
194,dataset/ToyCar/train/normal_id_04_00000682.wav,ToyCar,train,non,ToyCar_04,2640.1592,408.3184,-258.8438
195,dataset/ToyCar/train/normal_id_01_00000351.wav,ToyCar,train,non,ToyCar_01,1814.2306,-170.18826,133.44984
196,dataset/ToyCar/train/normal_id_04_00000291.wav,ToyCar,train,non,ToyCar_04,2614.3508,497.93008,-346.5949
197,dataset/ToyCar/train/normal_id_02_00000700.wav,ToyCar,train,non,ToyCar_02,2648.804,336.87112,-244.37746
198,dataset/ToyCar/train/normal_id_03_00000696.wav,ToyCar,train,non,ToyCar_03,1904.4729,163.61691,-107.47987
199,dataset/ToyCar/train/normal_id_01_00000568.wav,ToyCar,train,non,ToyCar_01,2028.7529,97.93655,-57.95017
200,dataset/ToyCar/train/normal_id_01_00000559.wav,ToyCar,train,non,ToyCar_01,1801.8746,-9.211517,61.505886
201,dataset/ToyCar/train/normal_id_03_00000449.wav,ToyCar,train,non,ToyCar_03,2854.9617,-41.070515,-66.51679
202,dataset/ToyCar/train/normal_id_02_00000902.wav,ToyCar,train,non,ToyCar_02,2927.0237,282.30328,-237.57718
203,dataset/ToyCar/train/normal_id_01_00000810.wav,ToyCar,train,non,ToyCar_01,1995.2399,129.98921,-44.964035
204,dataset/ToyCar/train/normal_id_04_00000290.wav,ToyCar,train,non,ToyCar_04,3206.9055,499.0689,-419.85864
205,dataset/ToyCar/train/normal_id_02_00000191.wav,ToyCar,train,non,ToyCar_02,3333.1602,360.2249,-405.80386
206,dataset/ToyCar/train/normal_id_04_00000190.wav,ToyCar,train,non,ToyCar_04,3184.5603,277.60663,-265.9419
207,dataset/ToyCar/train/normal_id_02_00000629.wav,ToyCar,train,non,ToyCar_02,2981.3044,176.02357,-178.7038
208,dataset/ToyCar/train/normal_id_03_00000430.wav,ToyCar,train,non,ToyCar_03,1657.2351,-3.488759,33.245888
209,dataset/ToyCar/train/normal_id_03_00000143.wav,ToyCar,train,non,ToyCar_03,2274.7556,161.09454,-109.464165
210,dataset/ToyCar/train/normal_id_01_00000631.wav,ToyCar,train,non,ToyCar_01,2047.0537,-154.3939,96.6406
211,dataset/ToyCar/train/normal_id_04_00000383.wav,ToyCar,train,non,ToyCar_04,2958.1965,633.5554,-442.6802
212,dataset/ToyCar/train/normal_id_04_00000555.wav,ToyCar,train,non,ToyCar_04,2829.8145,380.59323,-297.8795
213,dataset/ToyCar/train/normal_id_04_00000952.wav,ToyCar,train,non,ToyCar_04,2649.3152,469.30347,-332.57156
214,dataset/ToyCar/train/normal_id_04_00000716.wav,ToyCar,train,non,ToyCar_04,2475.797,399.81763,-278.56415
215,dataset/ToyCar/train/normal_id_04_00000762.wav,ToyCar,train,non,ToyCar_04,2509.1682,196.48227,-128.62712
216,dataset/ToyCar/train/normal_id_04_00000640.wav,ToyCar,train,non,ToyCar_04,2747.7778,741.35114,-481.71725
217,dataset/ToyCar/train/normal_id_02_00000162.wav,ToyCar,train,non,ToyCar_02,2959.1875,445.26074,-370.36478
218,dataset/ToyCar/train/normal_id_02_00000389.wav,ToyCar,train,non,ToyCar_02,2887.827,494.48956,-342.9846
219,dataset/ToyCar/train/normal_id_03_00000984.wav,ToyCar,train,non,ToyCar_03,2116.2595,220.70671,-62.647655
220,dataset/ToyCar/train/normal_id_03_00000992.wav,ToyCar,train,non,ToyCar_03,2380.6445,-38.254337,33.87602
221,dataset/ToyCar/train/normal_id_01_00000709.wav,ToyCar,train,non,ToyCar_01,2317.7585,0.29238993,-75.73202
