,fichier,type,set,anomalie,machine,x,y,z
42,dataset/ToyCar/train/normal_id_03_00000045.wav,ToyCar,train,non,ToyCar_03,2314.9524,-49.450832,36.319023
43,dataset/ToyCar/train/normal_id_02_00000000.wav,ToyCar,train,non,ToyCar_02,2469.3347,291.61237,-174.66858
44,dataset/ToyCar/train/normal_id_04_00000279.wav,ToyCar,train,non,ToyCar_04,2843.8806,492.98602,-305.1121
45,dataset/ToyCar/train/normal_id_02_00000838.wav,ToyCar,train,non,ToyCar_02,3009.7356,431.51785,-361.07236
46,dataset/ToyCar/train/normal_id_01_00000741.wav,ToyCar,train,non,ToyCar_01,1970.1132,-85.11322,55.555965
47,dataset/ToyCar/train/normal_id_03_00000283.wav,ToyCar,train,non,ToyCar_03,1915.8046,-9.017311,11.52043
48,dataset/ToyCar/train/normal_id_04_00000252.wav,ToyCar,train,non,ToyCar_04,2752.4026,610.2882,-363.15997
49,dataset/ToyCar/train/normal_id_03_00000638.wav,ToyCar,train,non,ToyCar_03,2170.0796,128.46196,-67.6904
50,dataset/ToyCar/train/normal_id_01_00000029.wav,ToyCar,train,non,ToyCar_01,2128.3171,121.33371,-80.10165
51,dataset/ToyCar/train/normal_id_04_00000093.wav,ToyCar,train,non,ToyCar_04,2583.233,299.86044,-157.03194
52,dataset/ToyCar/train/normal_id_02_00000441.wav,ToyCar,train,non,ToyCar_02,2781.5999,493.4765,-288.72372
53,dataset/ToyCar/train/normal_id_02_00000170.wav,ToyCar,train,non,ToyCar_02,2724.2734,432.6842,-308.0922
54,dataset/ToyCar/train/normal_id_04_00000659.wav,ToyCar,train,non,ToyCar_04,2904.002,517.64014,-362.11105
55,dataset/ToyCar/train/normal_id_01_00000772.wav,ToyCar,train,non,ToyCar_01,2141.3076,-130.03925,78.61148
56,dataset/ToyCar/train/normal_id_02_00000160.wav,ToyCar,train,non,ToyCar_02,2462.3516,335.2837,-204.1596
57,dataset/ToyCar/train/normal_id_03_00000197.wav,ToyCar,train,non,ToyCar_03,1795.2148,-48.855915,78.244385
58,dataset/ToyCar/train/normal_id_01_00000995.wav,ToyCar,train,non,ToyCar_01,1809.0009,-23.4654,107.97828
59,dataset/ToyCar/train/normal_id_02_00000236.wav,ToyCar,train,non,ToyCar_02,2733.0876,279.37427,-202.4005
60,dataset/ToyCar/train/normal_id_04_00000496.wav,ToyCar,train,non,ToyCar_04,2731.955,507.49908,-313.69205
61,dataset/ToyCar/train/normal_id_01_00000400.wav,ToyCar,train,non,ToyCar_01,1924.752,58.017704,-21.747057
62,dataset/ToyCar/train/normal_id_01_00000869.wav,ToyCar,train,non,ToyCar_01,1673.1207,17.804472,77.99266
63,dataset/ToyCar/train/normal_id_02_00000602.wav,ToyCar,train,non,ToyCar_02,2615.341,250.63326,-171.92114
64,dataset/ToyCar/train/normal_id_03_00000329.wav,ToyCar,train,non,ToyCar_03,1914.9835,117.01799,-46.31797
65,dataset/ToyCar/train/normal_id_04_00000818.wav,ToyCar,train,non,ToyCar_04,2564.0513,502.87445,-275.43558
66,dataset/ToyCar/train/normal_id_02_00000560.wav,ToyCar,train,non,ToyCar_02,3081.5068,260.0813,-269.81573
67,dataset/ToyCar/train/normal_id_01_00000581.wav,ToyCar,train,non,ToyCar_01,2476.446,149.83853,-64.80007
68,dataset/ToyCar/train/normal_id_04_00000825.wav,ToyCar,train,non,ToyCar_04,2840.3743,656.5314,-444.05704
69,dataset/ToyCar/train/normal_id_03_00000170.wav,ToyCar,train,non,ToyCar_03,1936.0405,-111.32829,78.77784
70,dataset/ToyCar/train/normal_id_02_00000855.wav,ToyCar,train,non,ToyCar_02,2783.0454,220.81284,-179.51678
71,dataset/ToyCar/train/normal_id_04_00000318.wav,ToyCar,train,non,ToyCar_04,2717.9038,315.52835,-233.02863
72,dataset/ToyCar/train/normal_id_04_00000736.wav,ToyCar,train,non,ToyCar_04,2595.079,371.85178,-243.2342
73,dataset/ToyCar/train/normal_id_01_00000297.wav,ToyCar,train,non,ToyCar_01,2556.953,-167.84924,7.8830466
74,dataset/ToyCar/train/normal_id_03_00000296.wav,ToyCar,train,non,ToyCar_03,2243.1414,194.82005,-123.45943
75,dataset/ToyCar/train/normal_id_02_00000824.wav,ToyCar,train,non,ToyCar_02,2933.1868,364.87595,-275.68143
76,dataset/ToyCar/train/normal_id_04_00000512.wav,ToyCar,train,non,ToyCar_04,2812.8584,483.15268,-292.48895
77,dataset/ToyCar/train/normal_id_04_00000417.wav,ToyCar,train,non,ToyCar_04,2243.2727,163.25037,-122.688545
78,dataset/ToyCar/train/normal_id_04_00000735.wav,ToyCar,train,non,ToyCar_04,2822.7205,550.84357,-327.52585
79,dataset/ToyCar/train/normal_id_02_00000527.wav,ToyCar,train,non,ToyCar_02,2330.3145,347.56308,-147.3107
80,dataset/ToyCar/train/normal_id_03_00000457.wav,ToyCar,train,non,ToyCar_03,1829.7329,24.924252,19.862541
81,dataset/ToyCar/train/normal_id_04_00000026.wav,ToyCar,train,non,ToyCar_04,2753.9082,636.13043,-378.0263
82,dataset/ToyCar/train/normal_id_03_00000092.wav,ToyCar,train,non,ToyCar_03,2257.7043,136.15561,-10.477587
83,dataset/ToyCar/train/normal_id_02_00000920.wav,ToyCar,train,non,ToyCar_02,3058.958,408.17725,-327.5672
84,dataset/ToyCar/train/normal_id_01_00000621.wav,ToyCar,train,non,ToyCar_01,1734.9866,-91.61495,58.539886
85,dataset/ToyCar/train/normal_id_04_00000709.wav,ToyCar,train,non,ToyCar_04,2946.1191,469.21136,-340.32056
86,dataset/ToyCar/train/normal_id_01_00000034.wav,ToyCar,train,non,ToyCar_01,1677.8171,-7.434219,26.430498
87,dataset/ToyCar/train/normal_id_03_00000044.wav,ToyCar,train,non,ToyCar_03,1979.1862,144.86978,-28.276554
88,dataset/ToyCar/train/normal_id_01_00000527.wav,ToyCar,train,non,ToyCar_01,2103.452,-113.620026,69.380745
89,dataset/ToyCar/train/normal_id_01_00000588.wav,ToyCar,train,non,ToyCar_01,2067.688,-90.21255,114.28412
90,dataset/ToyCar/train/normal_id_04_00000263.wav,ToyCar,train,non,ToyCar_04,2756.7212,466.7178,-304.16125
91,dataset/ToyCar/train/normal_id_01_00000388.wav,ToyCar,train,non,ToyCar_01,1781.1688,-133.50034,85.212616
92,dataset/ToyCar/train/normal_id_01_00000199.wav,ToyCar,train,non,ToyCar_01,2176.2356,-63.671963,62.557747
93,dataset/ToyCar/train/normal_id_04_00000433.wav,ToyCar,train,non,ToyCar_04,2401.2812,569.5581,-321.0112
94,dataset/ToyCar/train/normal_id_02_00000552.wav,ToyCar,train,non,ToyCar_02,2490.7107,328.0544,-223.11281
95,dataset/ToyCar/train/normal_id_02_00000687.wav,ToyCar,train,non,ToyCar_02,2761.1035,546.3462,-333.45142
96,dataset/ToyCar/train/normal_id_04_00000459.wav,ToyCar,train,non,ToyCar_04,2771.3682,551.6016,-383.27908
97,dataset/ToyCar/train/normal_id_04_00000485.wav,ToyCar,train,non,ToyCar_04,2918.1636,299.5588,-206.24373
98,dataset/ToyCar/train/normal_id_02_00000917.wav,ToyCar,train,non,ToyCar_02,3084.5051,347.46136,-290.45584
99,dataset/ToyCar/train/normal_id_01_00000102.wav,ToyCar,train,non,ToyCar_01,1864.3086,63.256344,14.945354
100,dataset/ToyCar/train/normal_id_01_00000488.wav,ToyCar,train,non,ToyCar_01,2455.334,169.3299,-144.65594
101,dataset/ToyCar/train/normal_id_03_00000293.wav,ToyCar,train,non,ToyCar_03,2232.8745,-2.2236276,-2.5970316
102,dataset/ToyCar/train/normal_id_02_00000958.wav,ToyCar,train,non,ToyCar_02,2524.8735,345.76108,-226.0013
103,dataset/ToyCar/train/normal_id_01_00000940.wav,ToyCar,train,non,ToyCar_01,1799.789,80.525696,-5.956917
104,dataset/ToyCar/train/normal_id_01_00000765.wav,ToyCar,train,non,ToyCar_01,2182.0388,134.71169,-67.48411
105,dataset/ToyCar/train/normal_id_02_00000690.wav,ToyCar,train,non,ToyCar_02,2731.9446,606.2636,-387.32053
106,dataset/ToyCar/train/normal_id_02_00000812.wav,ToyCar,train,non,ToyCar_02,3047.029,698.26276,-457.08945
107,dataset/ToyCar/train/normal_id_02_00000832.wav,ToyCar,train,non,ToyCar_02,2550.322,674.42053,-392.20856
108,dataset/ToyCar/train/normal_id_01_00000381.wav,ToyCar,train,non,ToyCar_01,1920.352,32.744255,4.5877995
109,dataset/ToyCar/train/normal_id_02_00000566.wav,ToyCar,train,non,ToyCar_02,3188.543,747.60297,-501.1881
110,dataset/ToyCar/train/normal_id_02_00000221.wav,ToyCar,train,non,ToyCar_02,3063.927,507.76788,-400.8113
111,dataset/ToyCar/train/normal_id_04_00000038.wav,ToyCar,train,non,ToyCar_04,2847.263,490.0861,-322.62567
112,dataset/ToyCar/train/normal_id_04_00000916.wav,ToyCar,train,non,ToyCar_04,2707.1821,342.9303,-231.99142
113,dataset/ToyCar/train/normal_id_04_00000908.wav,ToyCar,train,non,ToyCar_04,2648.1482,411.89517,-256.02655
114,dataset/ToyCar/train/normal_id_04_00000428.wav,ToyCar,train,non,ToyCar_04,2618.358,520.93835,-308.55872
115,dataset/ToyCar/train/normal_id_04_00000210.wav,ToyCar,train,non,ToyCar_04,2606.6265,421.52518,-262.06073
116,dataset/ToyCar/train/normal_id_01_00000649.wav,ToyCar,train,non,ToyCar_01,1972.4377,121.85257,-69.1579
117,dataset/ToyCar/train/normal_id_03_00000122.wav,ToyCar,train,non,ToyCar_03,1603.694,-23.806713,56.085835
118,dataset/ToyCar/train/normal_id_02_00000664.wav,ToyCar,train,non,ToyCar_02,2893.9724,455.76077,-307.89728
119,dataset/ToyCar/train/normal_id_03_00000401.wav,ToyCar,train,non,ToyCar_03,1927.5592,43.688698,10.970677
120,dataset/ToyCar/train/normal_id_01_00000689.wav,ToyCar,train,non,ToyCar_01,1951.7991,136.89925,6.602626
121,dataset/ToyCar/train/normal_id_03_00000915.wav,ToyCar,train,non,ToyCar_03,2102.7053,143.32933,-51.809143
122,dataset/ToyCar/train/normal_id_03_00000298.wav,ToyCar,train,non,ToyCar_03,2382.2993,-64.29214,-40.71224
123,dataset/ToyCar/train/normal_id_04_00000958.wav,ToyCar,train,non,ToyCar_04,2984.9949,631.9349,-410.80182
124,dataset/ToyCar/train/normal_id_02_00000007.wav,ToyCar,train,non,ToyCar_02,2587.604,315.57678,-160.29533
125,dataset/ToyCar/train/normal_id_01_00000841.wav,ToyCar,train,non,ToyCar_01,1896.8114,-74.516754,56.61042
126,dataset/ToyCar/train/normal_id_03_00000440.wav,ToyCar,train,non,ToyCar_03,2163.8208,-70.203,40.611675
127,dataset/ToyCar/train/normal_id_04_00000062.wav,ToyCar,train,non,ToyCar_04,2818.0042,284.9122,-173.646
128,dataset/ToyCar/train/normal_id_02_00000271.wav,ToyCar,train,non,ToyCar_02,3335.501,592.4159,-435.9242
129,dataset/ToyCar/train/normal_id_04_00000206.wav,ToyCar,train,non,ToyCar_04,2670.124,479.55243,-312.29703
130,dataset/ToyCar/train/normal_id_01_00000532.wav,ToyCar,train,non,ToyCar_01,1894.8722,-24.27793,50.827232
131,dataset/ToyCar/train/normal_id_01_00000811.wav,ToyCar,train,non,ToyCar_01,1981.9828,-14.707002,22.578474
132,dataset/ToyCar/train/normal_id_02_00000667.wav,ToyCar,train,non,ToyCar_02,3162.2866,482.3136,-307.82797
133,dataset/ToyCar/train/normal_id_04_00000519.wav,ToyCar,train,non,ToyCar_04,2810.6606,658.1563,-411.2146
134,dataset/ToyCar/train/normal_id_03_00000243.wav,ToyCar,train,non,ToyCar_03,2320.7263,7.901557,-46.252842
135,dataset/ToyCar/train/normal_id_01_00000782.wav,ToyCar,train,non,ToyCar_01,1901.9668,76.963524,23.420353
136,dataset/ToyCar/train/normal_id_01_00000998.wav,ToyCar,train,non,ToyCar_01,2282.7583,227.22162,-122.85286
137,dataset/ToyCar/train/normal_id_04_00000412.wav,ToyCar,train,non,ToyCar_04,2506.0312,256.4867,-161.6475
138,dataset/ToyCar/train/normal_id_01_00000733.wav,ToyCar,train,non,ToyCar_01,2292.796,16.429605,-6.22229
139,dataset/ToyCar/train/normal_id_02_00000659.wav,ToyCar,train,non,ToyCar_02,2868.2183,598.9175,-394.66666
140,dataset/ToyCar/train/normal_id_02_00000096.wav,ToyCar,train,non,ToyCar_02,2525.198,266.4738,-180.4633
141,dataset/ToyCar/train/normal_id_02_00000651.wav,ToyCar,train,non,ToyCar_02,2423.5034,297.66586,-171.50592
142,dataset/ToyCar/train/normal_id_03_00000921.wav,ToyCar,train,non,ToyCar_03,1986.3412,-25.396275,30.31933
143,dataset/ToyCar/train/normal_id_01_00000958.wav,ToyCar,train,non,ToyCar_01,1887.6393,29.251446,-1.2724762
144,dataset/ToyCar/train/normal_id_03_00000970.wav,ToyCar,train,non,ToyCar_03,2465.3796,31.851414,-51.44705
145,dataset/ToyCar/train/normal_id_02_00000499.wav,ToyCar,train,non,ToyCar_02,2695.655,247.58629,-152.35483
146,dataset/ToyCar/train/normal_id_02_00000262.wav,ToyCar,train,non,ToyCar_02,3114.2847,457.95236,-317.99692
147,dataset/ToyCar/train/normal_id_04_00000116.wav,ToyCar,train,non,ToyCar_04,2939.7969,480.29944,-303.598
148,dataset/ToyCar/train/normal_id_01_00000496.wav,ToyCar,train,non,ToyCar_01,2191.874,-36.578724,19.321066
149,dataset/ToyCar/train/normal_id_02_00000925.wav,ToyCar,train,non,ToyCar_02,2732.8162,330.1989,-242.34871
150,dataset/ToyCar/train/normal_id_03_00000492.wav,ToyCar,train,non,ToyCar_03,1978.0309,42.477825,74.30358
151,dataset/ToyCar/train/normal_id_01_00000908.wav,ToyCar,train,non,ToyCar_01,1915.6268,-33.829845,50.44447
152,dataset/ToyCar/train/normal_id_01_00000272.wav,ToyCar,train,non,ToyCar_01,2080.7183,-106.78213,49.767185
153,dataset/ToyCar/train/normal_id_03_00000667.wav,ToyCar,train,non,ToyCar_03,1916.4718,-151.3885,88.38194
154,dataset/ToyCar/train/normal_id_03_00000789.wav,ToyCar,train,non,ToyCar_03,2272.2495,-3.5056567,27.158096
155,dataset/ToyCar/train/normal_id_03_00000954.wav,ToyCar,train,non,ToyCar_03,2012.6814,59.818306,-14.212225
156,dataset/ToyCar/train/normal_id_02_00000440.wav,ToyCar,train,non,ToyCar_02,2510.392,402.63315,-217.66188
157,dataset/ToyCar/train/normal_id_03_00000275.wav,ToyCar,train,non,ToyCar_03,2152.9492,45.28383,-6.1617355
158,dataset/ToyCar/train/normal_id_02_00000662.wav,ToyCar,train,non,ToyCar_02,2859.2937,771.3028,-435.27118
159,dataset/ToyCar/train/normal_id_03_00000652.wav,ToyCar,train,non,ToyCar_03,2105.2947,-168.3995,127.16424
160,dataset/ToyCar/train/normal_id_01_00000394.wav,ToyCar,train,non,ToyCar_01,2209.0608,-99.049065,75.905365
161,dataset/ToyCar/train/normal_id_01_00000059.wav,ToyCar,train,non,ToyCar_01,1902.5343,96.612915,2.07489
162,dataset/ToyCar/train/normal_id_03_00000932.wav,ToyCar,train,non,ToyCar_03,1793.2281,-41.913036,51.851017
163,dataset/ToyCar/train/normal_id_04_00000542.wav,ToyCar,train,non,ToyCar_04,2645.3113,445.61957,-209.16682
164,dataset/ToyCar/train/normal_id_03_00000009.wav,ToyCar,train,non,ToyCar_03,1677.1946,-160.83937,174.13457
165,dataset/ToyCar/train/normal_id_03_00000759.wav,ToyCar,train,non,ToyCar_03,2230.5447,114.08692,-85.05903
166,dataset/ToyCar/train/normal_id_03_00000577.wav,ToyCar,train,non,ToyCar_03,2204.3374,32.107567,-21.106945
167,dataset/ToyCar/train/normal_id_04_00000696.wav,ToyCar,train,non,ToyCar_04,2427.216,341.39682,-208.25906
168,dataset/ToyCar/train/normal_id_03_00000936.wav,ToyCar,train,non,ToyCar_03,2175.9631,-3.0247855,63.990288
169,dataset/ToyCar/train/normal_id_01_00000768.wav,ToyCar,train,non,ToyCar_01,2220.7188,18.91064,0.31580198
170,dataset/ToyCar/train/normal_id_01_00000072.wav,ToyCar,train,non,ToyCar_01,1823.1678,-33.773952,58.402557
171,dataset/ToyCar/train/normal_id_03_00000996.wav,ToyCar,train,non,ToyCar_03,2533.748,-8.543437,1.8815261
172,dataset/ToyCar/train/normal_id_03_00000823.wav,ToyCar,train,non,ToyCar_03,2007.2169,-81.88167,59.41354
173,dataset/ToyCar/train/normal_id_01_00000846.wav,ToyCar,train,non,ToyCar_01,2130.325,178.09085,-52.911907
174,dataset/ToyCar/train/normal_id_01_00000173.wav,ToyCar,train,non,ToyCar_01,1984.5374,-61.002007,82.38943
175,dataset/ToyCar/train/normal_id_02_00000688.wav,ToyCar,train,non,ToyCar_02,2317.5142,455.05786,-213.18394
176,dataset/ToyCar/train/normal_id_04_00000605.wav,ToyCar,train,non,ToyCar_04,2648.6025,303.59946,-187.11465
177,dataset/ToyCar/train/normal_id_04_00000667.wav,ToyCar,train,non,ToyCar_04,2378.2842,252.81764,-155.6151
178,dataset/ToyCar/train/normal_id_04_00000789.wav,ToyCar,train,non,ToyCar_04,2700.2144,433.0459,-261.10086
179,dataset/ToyCar/train/normal_id_03_00000400.wav,ToyCar,train,non,ToyCar_03,2290.5637,206.28967,-57.09611
180,dataset/ToyCar/train/normal_id_04_00000358.wav,ToyCar,train,non,ToyCar_04,2552.5713,527.44507,-306.67496
181,dataset/ToyCar/train/normal_id_01_00000590.wav,ToyCar,train,non,ToyCar_01,2213.959,73.54372,-29.351156
182,dataset/ToyCar/train/normal_id_01_00000823.wav,ToyCar,train,non,ToyCar_01,2279.541,-38.93294,-23.256067
183,dataset/ToyCar/train/normal_id_01_00000277.wav,ToyCar,train,non,ToyCar_01,2450.6619,-2.2522428,-4.4437933
184,dataset/ToyCar/train/normal_id_04_00000823.wav,ToyCar,train,non,ToyCar_04,3270.7554,365.99506,-340.16867
185,dataset/ToyCar/train/normal_id_03_00000220.wav,ToyCar,train,non,ToyCar_03,1770.3983,-42.313076,70.81717
186,dataset/ToyCar/train/normal_id_02_00000989.wav,ToyCar,train,non,ToyCar_02,3187.6365,814.9866,-556.8095
187,dataset/ToyCar/train/normal_id_04_00000657.wav,ToyCar,train,non,ToyCar_04,3064.429,438.62698,-313.24182
188,dataset/ToyCar/train/normal_id_02_00000380.wav,ToyCar,train,non,ToyCar_02,2741.6497,423.9873,-357.04227
189,dataset/ToyCar/train/normal_id_02_00000526.wav,ToyCar,train,non,ToyCar_02,2841.6184,470.22406,-295.18896
190,dataset/ToyCar/train/normal_id_02_00000020.wav,ToyCar,train,non,ToyCar_02,2608.8777,198.50958,-158.62006
191,dataset/ToyCar/train/normal_id_04_00000383.wav,ToyCar,train,non,ToyCar_04,3029.7688,640.0001,-435.05188
192,dataset/ToyCar/train/normal_id_03_00000947.wav,ToyCar,train,non,ToyCar_03,1880.8236,-90.460686,89.21002
193,dataset/ToyCar/train/normal_id_02_00000459.wav,ToyCar,train,non,ToyCar_02,2223.4297,300.09222,-133.4319
194,dataset/ToyCar/train/normal_id_02_00000535.wav,ToyCar,train,non,ToyCar_02,3119.9595,347.46194,-277.3773
195,dataset/ToyCar/train/normal_id_04_00000048.wav,ToyCar,train,non,ToyCar_04,3012.4756,318.12943,-266.4881
196,dataset/ToyCar/train/normal_id_04_00000134.wav,ToyCar,train,non,ToyCar_04,2852.662,335.46338,-277.33728
197,dataset/ToyCar/train/normal_id_02_00000009.wav,ToyCar,train,non,ToyCar_02,2905.2312,403.33173,-323.40335
198,dataset/ToyCar/train/normal_id_04_00000840.wav,ToyCar,train,non,ToyCar_04,3230.4114,351.39282,-344.04904
199,dataset/ToyCar/train/normal_id_04_00000027.wav,ToyCar,train,non,ToyCar_04,2853.4805,549.18744,-368.76886
200,dataset/ToyCar/train/normal_id_02_00000107.wav,ToyCar,train,non,ToyCar_02,2621.8596,465.30762,-235.51323
201,dataset/ToyCar/train/normal_id_01_00000350.wav,ToyCar,train,non,ToyCar_01,1942.6106,14.625921,21.870087
202,dataset/ToyCar/train/normal_id_04_00000584.wav,ToyCar,train,non,ToyCar_04,2682.142,352.45932,-210.32944
203,dataset/ToyCar/train/normal_id_01_00000455.wav,ToyCar,train,non,ToyCar_01,1791.7487,-17.162468,93.64463
204,dataset/ToyCar/train/normal_id_04_00000527.wav,ToyCar,train,non,ToyCar_04,2400.0876,385.1049,-223.607
205,dataset/ToyCar/train/normal_id_04_00000792.wav,ToyCar,train,non,ToyCar_04,2951.82,473.6967,-364.1155
206,dataset/ToyCar/train/normal_id_04_00000216.wav,ToyCar,train,non,ToyCar_04,2737.9763,407.2198,-272.3056
207,dataset/ToyCar/train/normal_id_04_00000023.wav,ToyCar,train,non,ToyCar_04,2646.6106,575.6572,-329.85153
208,dataset/ToyCar/train/normal_id_01_00000629.wav,ToyCar,train,non,ToyCar_01,2166.146,-42.295437,39.156704
209,dataset/ToyCar/train/normal_id_01_00000221.wav,ToyCar,train,non,ToyCar_01,2307.4905,168.28708,-124.7012
210,dataset/ToyCar/train/normal_id_01_00000693.wav,ToyCar,train,non,ToyCar_01,2218.6423,28.794268,33.93473
211,dataset/ToyCar/train/normal_id_01_00000237.wav,ToyCar,train,non,ToyCar_01,2064.5833,-9.696133,72.40708
212,dataset/ToyCar/train/normal_id_04_00000706.wav,ToyCar,train,non,ToyCar_04,2683.0007,602.3579,-343.0869
213,dataset/ToyCar/train/normal_id_03_00000822.wav,ToyCar,train,non,ToyCar_03,2370.4854,173.74951,-101.89951
214,dataset/ToyCar/train/normal_id_03_00000550.wav,ToyCar,train,non,ToyCar_03,2239.3518,259.9702,-160.705
215,dataset/ToyCar/train/normal_id_04_00000431.wav,ToyCar,train,non,ToyCar_04,2479.4844,279.50665,-164.58244
216,dataset/ToyCar/train/normal_id_01_00000245.wav,ToyCar,train,non,ToyCar_01,2105.8215,-40.72585,51.80209
217,dataset/ToyCar/train/normal_id_01_00000519.wav,ToyCar,train,non,ToyCar_01,2936.9985,57.719807,-63.78924
218,dataset/ToyCar/train/normal_id_03_00000985.wav,ToyCar,train,non,ToyCar_03,2292.7488,145.33228,-90.44446
219,dataset/ToyCar/train/normal_id_01_00000412.wav,ToyCar,train,non,ToyCar_01,2184.597,-53.905685,13.770788
220,dataset/ToyCar/train/normal_id_01_00000901.wav,ToyCar,train,non,ToyCar_01,2015.8337,-36.8403,55.98952
221,dataset/ToyCar/train/normal_id_03_00000225.wav,ToyCar,train,non,ToyCar_03,1852.3232,-118.16105,82.939095
